TopN,MAE,Precision,Recall,F1,Algo,Dataset,Neighbors,Sparsity
10,0.7394333248767527,0.6252386002120891,0.6641139273810651,0.6440901979107344,SVD,ml-100k,,0.25
10,0.7447324952021768,0.6260869565217391,0.6659471292198643,0.6454021854978198,KNN,ml-100k,70.0,0.25
10,0.7420352012194245,0.6181336161187698,0.6604952972440833,0.638612723751329,SVD,ml-100k,,0.25
10,0.7447474889053637,0.6261930010604454,0.6659923191746909,0.6454797504607432,KNN,ml-100k,71.0,0.25
10,0.7397010851419111,0.6244962884411452,0.6649351472183362,0.6440816006312698,SVD,ml-100k,,0.25
10,0.7447608780756574,0.6261930010604454,0.6660263790277352,0.6454957470771551,KNN,ml-100k,72.0,0.25
10,0.741283872732772,0.6253446447507954,0.665377959176069,0.6447404612580022,SVD,ml-100k,,0.25
10,0.7447221835154917,0.6265111346765642,0.6660313865146128,0.6456670830618764,KNN,ml-100k,73.0,0.25
10,0.740129979498523,0.6249204665959702,0.6636899489625433,0.6437219931998834,SVD,ml-100k,,0.25
10,0.7447213604587933,0.6261930010604454,0.665836173528475,0.645406403998665,KNN,ml-100k,74.0,0.25
10,0.7387954455985384,0.6249204665959702,0.6650022935328501,0.6443386478744465,SVD,ml-100k,,0.25
10,0.7446623578666356,0.6258748674443266,0.6656520703928697,0.6451509281236462,KNN,ml-100k,75.0,0.25
10,0.741216722596416,0.6247083775185578,0.6644622579117986,0.6439723767425535,SVD,ml-100k,,0.25
10,0.7446647407566148,0.6260869565217391,0.6657608521692018,0.6453146924920089,KNN,ml-100k,76.0,0.25
10,0.7384354899793659,0.6241781548250266,0.6626912472166955,0.6428583961202955,SVD,ml-100k,,0.25
10,0.7446975011211885,0.6258748674443266,0.6656855538355698,0.6451666540750253,KNN,ml-100k,77.0,0.25
10,0.7428431081895962,0.61983032873807,0.6613877840659574,0.6399350797870759,SVD,ml-100k,,0.25
10,0.7447247689484473,0.6257688229056204,0.6655347230283033,0.6450394743259698,KNN,ml-100k,78.0,0.25
10,0.7402683852478907,0.6236479321314953,0.6618116350101313,0.6421632670289327,SVD,ml-100k,,0.25
10,0.7447378565517644,0.6256627783669141,0.6652758588709767,0.6448615452896186,KNN,ml-100k,79.0,0.25
10,0.7411249424832242,0.6266171792152704,0.6646081881614543,0.6450537894793362,SVD,ml-100k,,0.25
10,0.7447249830590434,0.6254506892895015,0.6652929562355654,0.6447569035100138,KNN,ml-100k,80.0,0.25
10,0.7399687847378534,0.623117709437964,0.6628600801023048,0.6423747877307794,SVD,ml-100k,,0.25
10,0.7446788316529044,0.6260869565217391,0.6658186912477972,0.6453418617966825,KNN,ml-100k,81.0,0.25
10,0.7405334746546602,0.6219512195121951,0.6621697647050195,0.6414306716332364,SVD,ml-100k,,0.25
10,0.7446624205141463,0.6255567338282079,0.6653105553836725,0.6448215110653852,KNN,ml-100k,82.0,0.25
10,0.7403759338611126,0.6258748674443266,0.66557568699119,0.645115050574826,SVD,ml-100k,,0.25
10,0.7446926843671422,0.6257688229056204,0.6655640132633867,0.6450532310225572,KNN,ml-100k,83.0,0.25
10,0.7409521609743456,0.6249204665959702,0.6636499643600607,0.6437031852059311,SVD,ml-100k,,0.25
10,0.7446966042360906,0.6258748674443266,0.6655730879156688,0.6451138297053735,KNN,ml-100k,84.0,0.25
10,0.7416159848241785,0.6216330858960764,0.6630346027371102,0.6416667124147385,SVD,ml-100k,,0.25
10,0.7446936307811792,0.6254506892895015,0.6654583717398826,0.6448345741198651,KNN,ml-100k,85.0,0.25
10,0.7405029017973708,0.623541887592789,0.6635613231285131,0.6429294504288408,SVD,ml-100k,,0.25
10,0.7447431627639161,0.6249204665959702,0.6651718872805455,0.6444182463632653,KNN,ml-100k,86.0,0.25
10,0.7402837603189519,0.6222693531283139,0.6643971020819044,0.6426435588783346,SVD,ml-100k,,0.25
10,0.7447611049192561,0.6251325556733828,0.6653782108071036,0.6446278360708538,KNN,ml-100k,87.0,0.25
10,0.7396106627227972,0.6238600212089077,0.6640455551915939,0.6433258489389165,SVD,ml-100k,,0.25
10,0.7447785711079439,0.6250265111346766,0.6655046860359318,0.6446307891956015,KNN,ml-100k,88.0,0.25
10,0.7418812803366324,0.622693531283139,0.6634864740466941,0.642443100920054,SVD,ml-100k,,0.25
10,0.7448051218398201,0.6247083775185578,0.6651818318207631,0.6443101279517615,KNN,ml-100k,89.0,0.25
10,0.7424785400530483,0.624390243902439,0.663298740719304,0.6432566674779236,SVD,ml-100k,,0.25
10,0.7447975432840119,0.6249204665959702,0.6653809840239405,0.6445163567018474,KNN,ml-100k,90.0,0.25
10,0.7403196563499377,0.6204665959703075,0.661818455390167,0.6404757565107514,SVD,ml-100k,,0.25
10,0.8125370910991297,0.7033934252386002,0.3048926145114686,0.4253940885749716,KNN,ml-100k,50.0,0.75
10,0.7742827266777921,0.7503711558854719,0.3254398916059036,0.4539843836052859,SVD,ml-100k,,0.75
10,0.8125369986630048,0.7033934252386002,0.30489428859053885,0.4253957179998469,KNN,ml-100k,51.0,0.75
10,0.7730921685249502,0.7453870625662778,0.3254129411142672,0.4530418294069787,SVD,ml-100k,,0.75
10,0.8125369802442735,0.7033934252386002,0.3048926145114686,0.4253940885749716,KNN,ml-100k,52.0,0.75
10,0.7742558591317311,0.7493107104984094,0.326307276392299,0.4546326671630087,SVD,ml-100k,,0.75
10,0.8125373565473667,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,53.0,0.75
10,0.7737892488026498,0.7466595970307529,0.32546148314038825,0.4533236858132522,SVD,ml-100k,,0.75
10,0.812536712204998,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,54.0,0.75
10,0.7736605279120825,0.7453870625662778,0.325846382932193,0.45346171601028595,SVD,ml-100k,,0.75
10,0.8125376484055228,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,55.0,0.75
10,0.7746975144521492,0.7455991516436904,0.32632573437861623,0.45396500050496497,SVD,ml-100k,,0.75
10,0.8125378504853339,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,56.0,0.75
10,0.7736743859346921,0.7488865323435844,0.32766647923083614,0.45587167702507303,SVD,ml-100k,,0.75
10,0.8125369491159582,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,57.0,0.75
10,0.773396284568653,0.7494167550371157,0.3259255432031167,0.45428151272521117,SVD,ml-100k,,0.75
10,0.812536303976266,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,58.0,0.75
10,0.7734029392035764,0.7476139978791092,0.3258351954248941,0.4538621010120562,SVD,ml-100k,,0.75
10,0.8125352274739296,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,59.0,0.75
10,0.7735013254484219,0.7514316012725345,0.32764359388924125,0.45631991450970166,SVD,ml-100k,,0.75
10,0.8125344738447084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,60.0,0.75
10,0.7746631535088403,0.7498409331919407,0.3273273950968305,0.4557198219680575,SVD,ml-100k,,0.75
10,0.8125340341452447,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,61.0,0.75
10,0.7747225932815931,0.744220572640509,0.3240027409057063,0.4514589829975791,SVD,ml-100k,,0.75
10,0.8125344321212857,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,62.0,0.75
10,0.7745120299534344,0.7497348886532343,0.32764636916199236,0.45600925822571164,SVD,ml-100k,,0.75
10,0.8125347533593453,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,63.0,0.75
10,0.773159250466205,0.7486744432661718,0.32680198572116786,0.45499517818061813,SVD,ml-100k,,0.75
10,0.81253492316529,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,64.0,0.75
10,0.7734672765089047,0.7467656415694592,0.32681653150885387,0.4546561277706907,SVD,ml-100k,,0.75
10,0.812534734186373,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,65.0,0.75
10,0.774642148389989,0.7499469777306469,0.32809812198170907,0.4564859022037882,SVD,ml-100k,,0.75
10,0.812535069612503,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,66.0,0.75
10,0.7738040735803818,0.747507953340403,0.32798985540987224,0.4559284519951572,SVD,ml-100k,,0.75
10,0.8125351525528264,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,67.0,0.75
10,0.773177457784613,0.7498409331919407,0.3273188163067744,0.4557115075734565,SVD,ml-100k,,0.75
10,0.8125349338663815,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,68.0,0.75
10,0.773946649394807,0.7488865323435844,0.32684688653829097,0.4550778606866645,SVD,ml-100k,,0.75
10,0.8125349254702746,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,69.0,0.75
10,0.7744007689015948,0.7498409331919407,0.32732536319492833,0.455717852700665,SVD,ml-100k,,0.75
10,0.8125348588357177,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,70.0,0.75
10,0.7736775763854574,0.7505832449628843,0.3278499391426349,0.4563633144999467,SVD,ml-100k,,0.75
10,0.8125348534695123,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,71.0,0.75
10,0.7738750101639061,0.7482502651113467,0.3267682919246684,0.45488416820775623,SVD,ml-100k,,0.75
10,0.8125348798908207,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,72.0,0.75
10,0.7724149016849053,0.7519618239660658,0.32900454654902594,0.4577364581624233,SVD,ml-100k,,0.75
10,0.8125349652729933,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,73.0,0.75
10,0.7731165446297639,0.7532343584305408,0.3304193390686171,0.4593408382230643,SVD,ml-100k,,0.75
10,0.8125349175727957,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,74.0,0.75
10,0.7738929346732786,0.749204665959703,0.32602231144457006,0.4543365114050731,SVD,ml-100k,,0.75
10,0.8125348738718869,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,75.0,0.75
10,0.7736696818925267,0.7506892895015906,0.32524861663553706,0.4538564010819197,SVD,ml-100k,,0.75
10,0.812534820065671,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,76.0,0.75
10,0.7734792423241618,0.7484623541887593,0.32557922301690073,0.4537697551116598,SVD,ml-100k,,0.75
10,0.8125348025721683,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,77.0,0.75
10,0.7738861139626455,0.7481442205726405,0.3257844335916019,0.4539104906065995,SVD,ml-100k,,0.75
10,0.8125348082294662,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,78.0,0.75
10,0.7734256998936611,0.7504772004241782,0.3265269536400906,0.455060517837571,SVD,ml-100k,,0.75
10,0.8125347545016363,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,79.0,0.75
10,0.7738636857552792,0.7466595970307529,0.32491791488272403,0.452796137838316,SVD,ml-100k,,0.75
10,0.8125348230873741,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,80.0,0.75
10,0.7732371386561896,0.7490986214209968,0.32875366978747605,0.4569622810724439,SVD,ml-100k,,0.75
10,0.81253482317792,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,81.0,0.75
10,0.774686979244153,0.747507953340403,0.32554048350565623,0.45355660042710394,SVD,ml-100k,,0.75
10,0.8125348158295727,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,82.0,0.75
10,0.7750344632103292,0.7500530222693531,0.3278386146018745,0.45625429363658776,SVD,ml-100k,,0.75
10,0.8125348540138331,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,83.0,0.75
10,0.7733155463563093,0.7499469777306469,0.32693661289442244,0.45536049928544386,SVD,ml-100k,,0.75
10,0.8125348201967888,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,84.0,0.75
10,0.7734439922587732,0.7463414634146341,0.3237382462497923,0.45159117453993813,SVD,ml-100k,,0.75
10,0.8125348389166062,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,85.0,0.75
10,0.7740182910936542,0.7497348886532343,0.3262135199821743,0.4546196734306251,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,86.0,0.75
10,0.7745345454200324,0.7443266171792152,0.32463172867743706,0.45208877852368723,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,87.0,0.75
10,0.7738749589275764,0.7485683987274655,0.3269451740184655,0.4551143408851996,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,88.0,0.75
10,0.7739313345689727,0.7506892895015906,0.32674071210119576,0.4553070782391625,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,89.0,0.75
10,0.7750482470314368,0.7488865323435844,0.32808527559136025,0.45627683573578676,SVD,ml-100k,,0.75
10,0.8125348289871084,0.703287380699894,0.3048839930042567,0.42536630269411063,KNN,ml-100k,90.0,0.75
10,0.7738241420527432,0.7500530222693531,0.3265357388702241,0.4549910358702224,SVD,ml-100k,,0.75
10,1.0727667854161662,0.198,0.88,0.32326530612244897,KNN,custom,1.0,0.25
10,1.0414859044401445,0.198,0.88,0.32326530612244897,SVD,custom,,0.25
15,1.0727667854161662,0.132,0.88,0.22956521739130434,KNN,custom,1.0,0.25
15,1.025147942002883,0.132,0.88,0.22956521739130434,SVD,custom,,0.25
20,1.0727667854161662,0.099,0.88,0.17797752808988765,KNN,custom,1.0,0.25
20,0.9990498589872587,0.099,0.88,0.17797752808988765,SVD,custom,,0.25
25,1.0727667854161662,0.07919999999999999,0.88,0.14532110091743117,KNN,custom,1.0,0.25
25,0.9857174603569476,0.07919999999999999,0.88,0.14532110091743117,SVD,custom,,0.25
30,1.0727667854161662,0.066,0.88,0.12279069767441861,KNN,custom,1.0,0.25
30,0.9847116248197412,0.066,0.88,0.12279069767441861,SVD,custom,,0.25
35,1.0727667854161662,0.056571428571428564,0.88,0.10630872483221475,KNN,custom,1.0,0.25
35,0.988724962756573,0.056571428571428564,0.88,0.10630872483221475,SVD,custom,,0.25
40,1.0727667854161662,0.0495,0.88,0.09372781065088757,KNN,custom,1.0,0.25
40,1.0029968549730293,0.0495,0.88,0.09372781065088757,SVD,custom,,0.25
45,1.0727667854161662,0.044000000000000004,0.88,0.08380952380952382,KNN,custom,1.0,0.25
45,0.9978932985048046,0.044000000000000004,0.88,0.08380952380952382,SVD,custom,,0.25
50,1.0727667854161662,0.039599999999999996,0.88,0.07578947368421052,KNN,custom,1.0,0.25
50,0.9956327780369104,0.039599999999999996,0.88,0.07578947368421052,SVD,custom,,0.25
55,1.0727667854161662,0.036,0.88,0.06917030567685589,KNN,custom,1.0,0.25
55,1.0051149434622926,0.036,0.88,0.06917030567685589,SVD,custom,,0.25
60,1.0727667854161662,0.033,0.88,0.0636144578313253,KNN,custom,1.0,0.25
60,0.991746919395124,0.033,0.88,0.0636144578313253,SVD,custom,,0.25
65,1.0727667854161662,0.030461538461538464,0.88,0.05888475836431227,KNN,custom,1.0,0.25
65,1.0300409903252747,0.030461538461538464,0.88,0.05888475836431227,SVD,custom,,0.25
70,1.0727667854161662,0.028285714285714282,0.88,0.054809688581314873,KNN,custom,1.0,0.25
70,0.9896574248168871,0.028285714285714282,0.88,0.054809688581314873,SVD,custom,,0.25
75,1.0727667854161662,0.0264,0.88,0.051262135922330095,KNN,custom,1.0,0.25
75,0.9736349850342398,0.0264,0.88,0.051262135922330095,SVD,custom,,0.25
80,1.0727667854161662,0.02475,0.88,0.04814589665653495,KNN,custom,1.0,0.25
80,0.9889220704324423,0.02475,0.88,0.04814589665653495,SVD,custom,,0.25
85,1.0727667854161662,0.023294117647058826,0.88,0.04538681948424069,KNN,custom,1.0,0.25
85,0.9906099357544601,0.023294117647058826,0.88,0.04538681948424069,SVD,custom,,0.25
90,1.0727667854161662,0.022000000000000002,0.88,0.042926829268292686,KNN,custom,1.0,0.25
90,0.978897688597485,0.022000000000000002,0.88,0.042926829268292686,SVD,custom,,0.25
95,1.0727667854161662,0.020842105263157894,0.88,0.04071979434447301,KNN,custom,1.0,0.25
95,0.9970326698422052,0.020842105263157894,0.88,0.04071979434447301,SVD,custom,,0.25
100,1.0727667854161662,0.019799999999999998,0.88,0.03872860635696821,KNN,custom,1.0,0.25
100,0.9919285588351819,0.019799999999999998,0.88,0.03872860635696821,SVD,custom,,0.25
10,0.9654412925292819,0.198,0.88,0.32326530612244897,KNN,custom,2.0,0.25
10,0.9943843982795243,0.198,0.88,0.32326530612244897,SVD,custom,,0.25
15,0.9654412925292819,0.132,0.88,0.22956521739130434,KNN,custom,2.0,0.25
15,1.0133802505082867,0.132,0.88,0.22956521739130434,SVD,custom,,0.25
20,0.9654412925292819,0.099,0.88,0.17797752808988765,KNN,custom,2.0,0.25
20,0.9942477491689226,0.099,0.88,0.17797752808988765,SVD,custom,,0.25
25,0.9654412925292819,0.07919999999999999,0.88,0.14532110091743117,KNN,custom,2.0,0.25
25,0.9912410579789902,0.07919999999999999,0.88,0.14532110091743117,SVD,custom,,0.25
30,0.9654412925292819,0.066,0.88,0.12279069767441861,KNN,custom,2.0,0.25
30,1.0070092063401752,0.066,0.88,0.12279069767441861,SVD,custom,,0.25
35,0.9654412925292819,0.056571428571428564,0.88,0.10630872483221475,KNN,custom,2.0,0.25
35,1.0253515542570968,0.056571428571428564,0.88,0.10630872483221475,SVD,custom,,0.25
40,0.9654412925292819,0.0495,0.88,0.09372781065088757,KNN,custom,2.0,0.25
40,1.0269556324802607,0.0495,0.88,0.09372781065088757,SVD,custom,,0.25
45,0.9654412925292819,0.044000000000000004,0.88,0.08380952380952382,KNN,custom,2.0,0.25
45,0.9984177346662804,0.044000000000000004,0.88,0.08380952380952382,SVD,custom,,0.25
50,0.9654412925292819,0.039599999999999996,0.88,0.07578947368421052,KNN,custom,2.0,0.25
50,1.0150943453511472,0.039599999999999996,0.88,0.07578947368421052,SVD,custom,,0.25
55,0.9654412925292819,0.036,0.88,0.06917030567685589,KNN,custom,2.0,0.25
55,0.9959007062887106,0.036,0.88,0.06917030567685589,SVD,custom,,0.25
60,0.9654412925292819,0.033,0.88,0.0636144578313253,KNN,custom,2.0,0.25
60,1.0065075677567208,0.033,0.88,0.0636144578313253,SVD,custom,,0.25
65,0.9654412925292819,0.030461538461538464,0.88,0.05888475836431227,KNN,custom,2.0,0.25
65,0.9697395011229073,0.030461538461538464,0.88,0.05888475836431227,SVD,custom,,0.25
70,0.9654412925292819,0.028285714285714282,0.88,0.054809688581314873,KNN,custom,2.0,0.25
70,0.9860485638396987,0.028285714285714282,0.88,0.054809688581314873,SVD,custom,,0.25
75,0.9654412925292819,0.0264,0.88,0.051262135922330095,KNN,custom,2.0,0.25
75,0.9823940291772665,0.0264,0.88,0.051262135922330095,SVD,custom,,0.25
80,0.9654412925292819,0.02475,0.88,0.04814589665653495,KNN,custom,2.0,0.25
80,1.0143478176519123,0.02475,0.88,0.04814589665653495,SVD,custom,,0.25
85,0.9654412925292819,0.023294117647058826,0.88,0.04538681948424069,KNN,custom,2.0,0.25
85,1.0112639134696353,0.023294117647058826,0.88,0.04538681948424069,SVD,custom,,0.25
90,0.9654412925292819,0.022000000000000002,0.88,0.042926829268292686,KNN,custom,2.0,0.25
90,0.9802406456464308,0.022000000000000002,0.88,0.042926829268292686,SVD,custom,,0.25
95,0.9654412925292819,0.020842105263157894,0.88,0.04071979434447301,KNN,custom,2.0,0.25
95,1.01405074007386,0.020842105263157894,0.88,0.04071979434447301,SVD,custom,,0.25
100,0.9654412925292819,0.019799999999999998,0.88,0.03872860635696821,KNN,custom,2.0,0.25
100,1.0056282828454872,0.019799999999999998,0.88,0.03872860635696821,SVD,custom,,0.25
10,0.9484579189585093,0.198,0.88,0.32326530612244897,KNN,custom,3.0,0.25
10,1.0094425386500188,0.198,0.88,0.32326530612244897,SVD,custom,,0.25
15,0.9484579189585093,0.132,0.88,0.22956521739130434,KNN,custom,3.0,0.25
15,1.0008147345602236,0.132,0.88,0.22956521739130434,SVD,custom,,0.25
20,0.9484579189585093,0.099,0.88,0.17797752808988765,KNN,custom,3.0,0.25
20,0.9663908417118403,0.099,0.88,0.17797752808988765,SVD,custom,,0.25
25,0.9484579189585093,0.07919999999999999,0.88,0.14532110091743117,KNN,custom,3.0,0.25
25,1.0252305146839926,0.07919999999999999,0.88,0.14532110091743117,SVD,custom,,0.25
30,0.9484579189585093,0.066,0.88,0.12279069767441861,KNN,custom,3.0,0.25
30,0.9972476059392332,0.066,0.88,0.12279069767441861,SVD,custom,,0.25
35,0.9484579189585093,0.056571428571428564,0.88,0.10630872483221475,KNN,custom,3.0,0.25
35,1.0291666427200796,0.056571428571428564,0.88,0.10630872483221475,SVD,custom,,0.25
40,0.9484579189585093,0.0495,0.88,0.09372781065088757,KNN,custom,3.0,0.25
40,0.9898622170348171,0.0495,0.88,0.09372781065088757,SVD,custom,,0.25
45,0.9484579189585093,0.044000000000000004,0.88,0.08380952380952382,KNN,custom,3.0,0.25
45,0.9997392694519089,0.044000000000000004,0.88,0.08380952380952382,SVD,custom,,0.25
50,0.9484579189585093,0.039599999999999996,0.88,0.07578947368421052,KNN,custom,3.0,0.25
50,0.9947979673652023,0.039599999999999996,0.88,0.07578947368421052,SVD,custom,,0.25
55,0.9484579189585093,0.036,0.88,0.06917030567685589,KNN,custom,3.0,0.25
55,0.9755415106031187,0.036,0.88,0.06917030567685589,SVD,custom,,0.25
60,0.9484579189585093,0.033,0.88,0.0636144578313253,KNN,custom,3.0,0.25
60,1.0277167096686555,0.033,0.88,0.0636144578313253,SVD,custom,,0.25
65,0.9484579189585093,0.030461538461538464,0.88,0.05888475836431227,KNN,custom,3.0,0.25
65,0.9854464629332028,0.030461538461538464,0.88,0.05888475836431227,SVD,custom,,0.25
70,0.9484579189585093,0.028285714285714282,0.88,0.054809688581314873,KNN,custom,3.0,0.25
70,1.024297523937049,0.028285714285714282,0.88,0.054809688581314873,SVD,custom,,0.25
75,0.9484579189585093,0.0264,0.88,0.051262135922330095,KNN,custom,3.0,0.25
75,1.02066906416371,0.0264,0.88,0.051262135922330095,SVD,custom,,0.25
80,0.9484579189585093,0.02475,0.88,0.04814589665653495,KNN,custom,3.0,0.25
80,0.9843831461772338,0.02475,0.88,0.04814589665653495,SVD,custom,,0.25
85,0.9484579189585093,0.023294117647058826,0.88,0.04538681948424069,KNN,custom,3.0,0.25
85,0.9797145060884705,0.023294117647058826,0.88,0.04538681948424069,SVD,custom,,0.25
90,0.9484579189585093,0.022000000000000002,0.88,0.042926829268292686,KNN,custom,3.0,0.25
90,0.9950533595374396,0.022000000000000002,0.88,0.042926829268292686,SVD,custom,,0.25
95,0.9484579189585093,0.020842105263157894,0.88,0.04071979434447301,KNN,custom,3.0,0.25
95,1.0182547800113755,0.020842105263157894,0.88,0.04071979434447301,SVD,custom,,0.25
100,0.9484579189585093,0.019799999999999998,0.88,0.03872860635696821,KNN,custom,3.0,0.25
100,0.99165934714572,0.019799999999999998,0.88,0.03872860635696821,SVD,custom,,0.25
